Country,Region,ResidenceType,Year,PM25,HealthCategory,HealthImpactScore,lat,long
Sierra Leone,Africa,Towns,2014,40.01,Hazardous,5,8.56249232471683,-11.792611849827932
Burkina Faso,Africa,Total,2014,40.02,Hazardous,5,12.27072624878599,-1.7611383121238744
Iraq,Eastern Mediterranean,Urban,2014,40.05,Hazardous,5,33.00966640245123,43.77367610039911
Gambia,Africa,Urban,2014,40.13,Hazardous,5,13.450953489963174,-15.396323337399142
Yemen,Eastern Mediterranean,Cities,2014,40.27,Hazardous,5,15.91728068185997,47.567787255202546
Nepal,South-East Asia,Total,2014,40.3,Hazardous,5,28.258042513952084,83.94684442534752
Sierra Leone,Africa,Total,2014,40.53,Hazardous,5,8.56249232471683,-11.792611849827932
Armenia,Europe,Total,2014,40.56,Hazardous,5,40.28732777342889,44.938311801133466
Liberia,Africa,Cities,2014,40.64,Hazardous,5,6.451957665318154,-9.319832618453036
Mauritania,Africa,Total,2014,40.81,Hazardous,5,20.22069376776787,-10.369916735172332
Nepal,South-East Asia,Cities,2014,41.03,Hazardous,5,28.258042513952084,83.94684442534752
Chad,Africa,Total,2014,41.04,Hazardous,5,15.275359409769381,18.634997495747648
Nepal,South-East Asia,Urban,2014,41.23,Hazardous,5,28.258042513952084,83.94684442534752
United Arab Emirates,Eastern Mediterranean,Total,2014,41.34,Hazardous,5,23.905320327121004,54.29266977356909
Senegal,Africa,Urban,2014,41.36,Hazardous,5,14.364811093175101,-14.469447947453547
Guinea,Africa,Urban,2014,41.4,Hazardous,5,10.437318748803067,-10.934245987592456
Nepal,South-East Asia,Towns,2014,41.41,Hazardous,5,28.258042513952084,83.94684442534752
Mongolia,Western Pacific,Towns,2014,41.52,Hazardous,5,46.95620389055248,103.12397216191404
Kazakhstan,Europe,Urban,2014,41.78,Hazardous,5,48.36167091449599,67.24550262218885
Ghana,Africa,Towns,2014,41.93,Hazardous,5,7.947699712584653,-1.2169896404332603
Guinea-Bissau,Africa,Cities,2014,42,Hazardous,5,12.047750788070472,-14.949924057207486
Gambia,Africa,Cities,2014,42.16,Hazardous,5,13.450953489963174,-15.396323337399142
Iraq,Eastern Mediterranean,Cities,2014,42.38,Hazardous,5,33.00966640245123,43.77367610039911
United Arab Emirates,Eastern Mediterranean,Rural,2014,42.38,Hazardous,5,23.905320327121004,54.29266977356909
Bangladesh,South-East Asia,Rural,2014,42.45,Hazardous,5,23.860666136535563,90.24710411518707
Kyrgyzstan,Europe,Rural,2014,42.95,Hazardous,5,41.474310359543225,74.50908613838372
Chad,Africa,Towns,2014,43.02,Hazardous,5,15.275359409769381,18.634997495747648
Armenia,Europe,Urban,2014,43.07,Hazardous,5,40.28732777342889,44.938311801133466
Mongolia,Western Pacific,Rural,2014,43.09,Hazardous,5,46.95620389055248,103.12397216191404
Senegal,Africa,Cities,2014,43.44,Hazardous,5,14.364811093175101,-14.469447947453547
Sierra Leone,Africa,Urban,2014,43.63,Hazardous,5,8.56249232471683,-11.792611849827932
Guinea,Africa,Cities,2014,44.01,Hazardous,5,10.437318748803067,-10.934245987592456
Ghana,Africa,Total,2014,44.33,Hazardous,5,7.947699712584653,-1.2169896404332603
Burkina Faso,Africa,Urban,2014,44.56,Hazardous,5,12.27072624878599,-1.7611383121238744
Kyrgyzstan,Europe,Total,2014,44.6,Hazardous,5,41.474310359543225,74.50908613838372
Cote d'Ivoire,Africa,Urban,2014,44.75,Hazardous,5,7.625878368311423,-5.569102942735855
Mali,Africa,Urban,2014,44.82,Hazardous,5,17.31513901451203,-3.5904730091616717
Sierra Leone,Africa,Cities,2014,45.13,Hazardous,5,8.56249232471683,-11.792611849827932
Egypt,Eastern Mediterranean,Rural,2014,45.17,Hazardous,5,26.459802903449802,29.878269665945982
Kazakhstan,Europe,Cities,2014,45.28,Hazardous,5,48.36167091449599,67.24550262218885
Uzbekistan,Europe,Rural,2014,45.4,Hazardous,5,41.775400752503636,63.303092552350606
Armenia,Europe,Cities,2014,45.42,Hazardous,5,40.28732777342889,44.938311801133466
China,Western Pacific,Rural,2014,45.83,Hazardous,5,36.69140669345146,103.37804953979274
Kyrgyzstan,Europe,Cities,2014,46.04,Hazardous,5,41.474310359543225,74.50908613838372
Kyrgyzstan,Europe,Urban,2014,47.06,Hazardous,5,41.474310359543225,74.50908613838372
Mongolia,Western Pacific,Total,2014,47.14,Hazardous,5,46.95620389055248,103.12397216191404
Niger,Africa,Rural,2014,47.35,Hazardous,5,17.412007962950746,9.331610074345459
Bangladesh,South-East Asia,Towns,2014,47.56,Hazardous,5,23.860666136535563,90.24710411518707
Ghana,Africa,Urban,2014,48.05,Hazardous,5,7.947699712584653,-1.2169896404332603
Kyrgyzstan,Europe,Towns,2014,48.55,Hazardous,5,41.474310359543225,74.50908613838372
Mali,Africa,Cities,2014,48.6,Hazardous,5,17.31513901451203,-3.5904730091616717
Uzbekistan,Europe,Total,2014,48.7,Hazardous,5,41.775400752503636,63.303092552350606
Niger,Africa,Total,2014,48.8,Hazardous,5,17.412007962950746,9.331610074345459
Bahrain,Eastern Mediterranean,Rural,2014,49.32,Hazardous,5,26.041963777013656,50.54199335587832
Niger,Africa,Towns,2014,49.35,Hazardous,5,17.412007962950746,9.331610074345459
Burkina Faso,Africa,Cities,2014,49.66,Hazardous,5,12.27072624878599,-1.7611383121238744
Mauritania,Africa,Urban,2014,49.79,Hazardous,5,20.22069376776787,-10.369916735172332
Bahrain,Eastern Mediterranean,Cities,2014,49.93,Hazardous,5,26.041963777013656,50.54199335587832
Finland,Europe,Rural,2014,5.27,Moderate,2,64.25513600002765,26.194973097453715
Bahamas,Americas,Rural,2014,5.29,Moderate,2,24.280018782810973,-76.59016033266911
Nauru,Western Pacific,Rural,2014,5.32,Moderate,2,-0.5191263784577964,166.93256824930862
Bahamas,Americas,Total,2014,5.32,Moderate,2,24.280018782810973,-76.59016033266911
Bahamas,Americas,Urban,2014,5.33,Moderate,2,24.280018782810973,-76.59016033266911
Sweden,Europe,Rural,2014,5.61,Moderate,2,62.38365607424293,16.26695018056198
Bahamas,Americas,Towns,2014,5.65,Moderate,2,24.280018782810973,-76.59016033266911
Finland,Europe,Total,2014,5.77,Moderate,2,64.25513600002765,26.194973097453715
Iceland,Europe,Rural,2014,5.8,Moderate,2,64.99788412769288,-18.580033661634047
Canada,Americas,Rural,2014,5.85,Moderate,2,60.41776698438469,-96.5486267280136
Bahrain,Eastern Mediterranean,Total,2014,50.12,Hazardous,5,26.041963777013656,50.54199335587832
Bahrain,Eastern Mediterranean,Urban,2014,50.16,Hazardous,5,26.041963777013656,50.54199335587832
India,South-East Asia,Rural,2014,50.84,Hazardous,5,22.77664303960867,79.56391093181026
Bangladesh,South-East Asia,Total,2014,50.96,Hazardous,5,23.860666136535563,90.24710411518707
Cote d'Ivoire,Africa,Cities,2014,51.22,Hazardous,5,7.625878368311423,-5.569102942735855
Uzbekistan,Europe,Towns,2014,51.63,Hazardous,5,41.775400752503636,63.303092552350606
Cameroon,Africa,Rural,2014,51.66,Hazardous,5,5.681168003162897,12.733943967668143
Bangladesh,South-East Asia,Urban,2014,51.89,Hazardous,5,23.860666136535563,90.24710411518707
Qatar,Eastern Mediterranean,Rural,2014,51.92,Hazardous,5,25.304862356199486,51.184651677588725
Ghana,Africa,Cities,2014,51.97,Hazardous,5,7.947699712584653,-1.2169896404332603
Saudi Arabia,Eastern Mediterranean,Rural,2014,51.98,Hazardous,5,24.086557985041413,44.66317480529125
Nigeria,Africa,Cities,2014,52.52,Hazardous,5,9.590945570096183,8.079586854238341
Kuwait,Eastern Mediterranean,Rural,2014,52.82,Hazardous,5,29.333278575182295,47.58777967839277
Uzbekistan,Europe,Urban,2014,52.93,Hazardous,5,41.775400752503636,63.303092552350606
Saudi Arabia,Eastern Mediterranean,Total,2014,52.96,Hazardous,5,24.086557985041413,44.66317480529125
Mauritania,Africa,Cities,2014,53.15,Hazardous,5,20.22069376776787,-10.369916735172332
Chad,Africa,Urban,2014,53.29,Hazardous,5,15.275359409769381,18.634997495747648
Nigeria,Africa,Urban,2014,53.33,Hazardous,5,9.590945570096183,8.079586854238341
Qatar,Eastern Mediterranean,Towns,2014,53.41,Hazardous,5,25.304862356199486,51.184651677588725
Cameroon,Africa,Total,2014,53.82,Hazardous,5,5.681168003162897,12.733943967668143
Niger,Africa,Urban,2014,53.92,Hazardous,5,17.412007962950746,9.331610074345459
Nigeria,Africa,Total,2014,53.96,Hazardous,5,9.590945570096183,8.079586854238341
Pakistan,Eastern Mediterranean,Rural,2014,54.31,Hazardous,5,29.883945354228477,69.16843955271331
Bahrain,Eastern Mediterranean,Towns,2014,54.38,Hazardous,5,26.041963777013656,50.54199335587832
Nigeria,Africa,Towns,2014,54.53,Hazardous,5,9.590945570096183,8.079586854238341
Nigeria,Africa,Rural,2014,54.72,Hazardous,5,9.590945570096183,8.079586854238341
Kuwait,Eastern Mediterranean,Towns,2014,55.14,Hazardous,5,29.333278575182295,47.58777967839277
Bangladesh,South-East Asia,Cities,2014,55.27,Hazardous,5,23.860666136535563,90.24710411518707
China,Western Pacific,Total,2014,55.4,Hazardous,5,36.69140669345146,103.37804953979274
Uzbekistan,Europe,Cities,2014,55.44,Hazardous,5,41.775400752503636,63.303092552350606
India,South-East Asia,Towns,2014,55.58,Hazardous,5,22.77664303960867,79.56391093181026
India,South-East Asia,Total,2014,55.89,Hazardous,5,22.77664303960867,79.56391093181026
Pakistan,Eastern Mediterranean,Total,2014,56.26,Hazardous,5,29.883945354228477,69.16843955271331
Pakistan,Eastern Mediterranean,Towns,2014,56.28,Hazardous,5,29.883945354228477,69.16843955271331
Saudi Arabia,Eastern Mediterranean,Towns,2014,56.4,Hazardous,5,24.086557985041413,44.66317480529125
China,Western Pacific,Cities,2014,56.59,Hazardous,5,36.69140669345146,103.37804953979274
Saudi Arabia,Eastern Mediterranean,Urban,2014,56.69,Hazardous,5,24.086557985041413,44.66317480529125
Saudi Arabia,Eastern Mediterranean,Cities,2014,57,Hazardous,5,24.086557985041413,44.66317480529125
Democratic People's Republic of Korea,South-East Asia,Rural,2014,57.53,Hazardous,5,40.140074272879325,127.15912277937706
Cameroon,Africa,Cities,2014,57.55,Hazardous,5,5.681168003162897,12.733943967668143
Niger,Africa,Cities,2014,57.7,Hazardous,5,17.412007962950746,9.331610074345459
Egypt,Eastern Mediterranean,Towns,2014,57.77,Hazardous,5,26.459802903449802,29.878269665945982
Cameroon,Africa,Urban,2014,57.8,Hazardous,5,5.681168003162897,12.733943967668143
Pakistan,Eastern Mediterranean,Urban,2014,58.04,Hazardous,5,29.883945354228477,69.16843955271331
China,Western Pacific,Urban,2014,58.22,Hazardous,5,36.69140669345146,103.37804953979274
Qatar,Eastern Mediterranean,Total,2014,58.29,Hazardous,5,25.304862356199486,51.184651677588725
Cameroon,Africa,Towns,2014,58.43,Hazardous,5,5.681168003162897,12.733943967668143
Mongolia,Western Pacific,Urban,2014,58.94,Hazardous,5,46.95620389055248,103.12397216191404
India,South-East Asia,Urban,2014,59.07,Hazardous,5,22.77664303960867,79.56391093181026
Qatar,Eastern Mediterranean,Urban,2014,59.3,Hazardous,5,25.304862356199486,51.184651677588725
Chad,Africa,Cities,2014,59.63,Hazardous,5,15.275359409769381,18.634997495747648
Tajikistan,Europe,Rural,2014,59.79,Hazardous,5,38.536549030717254,71.02685401923208
Pakistan,Eastern Mediterranean,Cities,2014,59.83,Hazardous,5,29.883945354228477,69.16843955271331
Iceland,Europe,Total,2014,6.03,Moderate,2,64.99788412769288,-18.580033661634047
Norway,Europe,Rural,2014,6.09,Moderate,2,34.927723170258105,59.64850769378245
Australia,Western Pacific,Rural,2014,6.13,Moderate,2,-25.764181552307942,134.30382912393384
Sweden,Europe,Total,2014,6.3,Moderate,2,62.38365607424293,16.26695018056198
Iceland,Europe,Cities,2014,6.32,Moderate,2,64.99788412769288,-18.580033661634047
Sweden,Europe,Towns,2014,6.4,Moderate,2,62.38365607424293,16.26695018056198
Finland,Europe,Towns,2014,6.41,Moderate,2,64.25513600002765,26.194973097453715
Iceland,Europe,Urban,2014,6.48,Moderate,2,64.99788412769288,-18.580033661634047
Niue,Western Pacific,Rural,2014,6.52,Moderate,2,-19.049456179724103,-169.86994275834812
Niue,Western Pacific,Total,2014,6.52,Moderate,2,-19.049456179724103,-169.86994275834812
Norway,Europe,Total,2014,6.62,Moderate,2,30.636609811335802,-46.183572076261044
Finland,Europe,Urban,2014,6.73,Moderate,2,64.25513600002765,26.194973097453715
Tuvalu,Western Pacific,Rural,2014,6.78,Moderate,2,-8.503450593203175,179.20556518701565
Tuvalu,Western Pacific,Total,2014,6.78,Moderate,2,-8.503450593203175,179.20556518701565
Sweden,Europe,Urban,2014,6.81,Moderate,2,62.38365607424293,16.26695018056198
Marshall Islands,Western Pacific,Rural,2014,6.83,Moderate,2,7.00279122625452,170.3425825338775
Iceland,Europe,Towns,2014,6.9,Moderate,2,64.99788412769288,-18.580033661634047
Australia,Western Pacific,Total,2014,6.91,Moderate,2,-25.764181552307942,134.30382912393384
New Zealand,Western Pacific,Rural,2014,6.92,Moderate,2,-41.70233372718418,172.92134383992476
Canada,Americas,Towns,2014,6.93,Moderate,2,60.41776698438469,-96.5486267280136
Marshall Islands,Western Pacific,Total,2014,6.97,Moderate,2,7.00279122625452,170.3425825338775
China,Western Pacific,Towns,2014,60.08,Hazardous,5,36.69140669345146,103.37804953979274
Democratic People's Republic of Korea,South-East Asia,Total,2014,60.09,Hazardous,5,40.140074272879325,127.15912277937706
Qatar,Eastern Mediterranean,Cities,2014,60.35,Hazardous,5,25.304862356199486,51.184651677588725
Democratic People's Republic of Korea,South-East Asia,Towns,2014,60.53,Hazardous,5,40.140074272879325,127.15912277937706
Afghanistan,Eastern Mediterranean,Rural,2014,60.79,Hazardous,5,33.81875642614741,65.92599980294847
Kuwait,Eastern Mediterranean,Total,2014,61.96,Hazardous,5,29.333278575182295,47.58777967839277
India,South-East Asia,Cities,2014,61.97,Hazardous,5,22.77664303960867,79.56391093181026
Egypt,Eastern Mediterranean,Total,2014,62.02,Hazardous,5,26.459802903449802,29.878269665945982
Egypt,Eastern Mediterranean,Urban,2014,63,Hazardous,5,26.459802903449802,29.878269665945982
Democratic People's Republic of Korea,South-East Asia,Urban,2014,63.43,Hazardous,5,40.140074272879325,127.15912277937706
Tajikistan,Europe,Total,2014,63.46,Hazardous,5,38.536549030717254,71.02685401923208
Tajikistan,Europe,Towns,2014,63.77,Hazardous,5,38.536549030717254,71.02685401923208
Kuwait,Eastern Mediterranean,Urban,2014,65.15,Hazardous,5,29.333278575182295,47.58777967839277
Democratic People's Republic of Korea,South-East Asia,Cities,2014,65.41,Hazardous,5,40.140074272879325,127.15912277937706
Egypt,Eastern Mediterranean,Cities,2014,65.55,Hazardous,5,26.459802903449802,29.878269665945982
Kuwait,Eastern Mediterranean,Cities,2014,65.59,Hazardous,5,29.333278575182295,47.58777967839277
Tajikistan,Europe,Urban,2014,67.24,Hazardous,5,38.536549030717254,71.02685401923208
Afghanistan,Eastern Mediterranean,Total,2014,68.06,Hazardous,5,33.81875642614741,65.92599980294847
Afghanistan,Eastern Mediterranean,Towns,2014,68.85,Hazardous,5,33.81875642614741,65.92599980294847
Mongolia,Western Pacific,Cities,2014,69.17,Hazardous,5,46.95620389055248,103.12397216191404
Kiribati,Western Pacific,Rural,2014,7.01,Moderate,2,0.8929008088600912,-167.91969916077002
Australia,Western Pacific,Towns,2014,7.01,Moderate,2,-25.764181552307942,134.30382912393384
Portugal,Europe,Rural,2014,7.05,Moderate,2,39.60621030811328,-8.528130281259472
Australia,Western Pacific,Urban,2014,7.06,Moderate,2,-25.764181552307942,134.30382912393384
Australia,Western Pacific,Cities,2014,7.08,Moderate,2,-25.764181552307942,134.30382912393384
Tonga,Western Pacific,Rural,2014,7.09,Moderate,2,-20.420512756907403,-174.80193119751326
Fiji,Western Pacific,Rural,2014,7.09,Moderate,2,-17.42754600958322,178.51202823447073
Finland,Europe,Cities,2014,7.09,Moderate,2,64.25513600002765,26.194973097453715
New Zealand,Western Pacific,Cities,2014,7.16,Moderate,2,-41.70233372718418,172.92134383992476
Nauru,Western Pacific,Total,2014,7.18,Moderate,2,-0.5191263784577964,166.93256824930862
Nauru,Western Pacific,Towns,2014,7.18,Moderate,2,-0.5191263784577964,166.93256824930862
Nauru,Western Pacific,Urban,2014,7.18,Moderate,2,-0.5191263784577964,166.93256824930862
Estonia,Europe,Rural,2014,7.18,Moderate,2,58.6729024249373,25.545032877343225
Sweden,Europe,Cities,2014,7.18,Moderate,2,62.38365607424293,16.26695018056198
New Zealand,Western Pacific,Total,2014,7.19,Moderate,2,-41.70233372718418,172.92134383992476
Tonga,Western Pacific,Total,2014,7.2,Moderate,2,-20.420512756907403,-174.80193119751326
Dominican Republic,Americas,Rural,2014,7.21,Moderate,2,18.895115553038405,-70.50524135649069
Fiji,Western Pacific,Total,2014,7.23,Moderate,2,-17.42754600958322,178.51202823447073
New Zealand,Western Pacific,Urban,2014,7.27,Moderate,2,-41.70233372718418,172.92134383992476
Canada,Americas,Total,2014,7.29,Moderate,2,60.41776698438469,-96.5486267280136
Marshall Islands,Western Pacific,Towns,2014,7.32,Moderate,2,7.00279122625452,170.3425825338775
Marshall Islands,Western Pacific,Urban,2014,7.32,Moderate,2,7.00279122625452,170.3425825338775
Micronesia (Federated States of),Western Pacific,Rural,2014,7.32,Moderate,2,7.530892089578006,153.32271851977063
Kiribati,Western Pacific,Total,2014,7.33,Moderate,2,0.8929008088600912,-167.91969916077002
Samoa,Western Pacific,Rural,2014,7.34,Moderate,2,-13.75340088382667,-172.1653046085781
Cook Islands,Western Pacific,Rural,2014,7.35,Moderate,2,-21.219273994211754,-159.78724303863964
Cook Islands,Western Pacific,Total,2014,7.36,Moderate,2,-21.219273994211754,-159.78724303863964
Micronesia (Federated States of),Western Pacific,Total,2014,7.37,Moderate,2,7.530892089578006,153.32271851977063
Dominican Republic,Americas,Towns,2014,7.38,Moderate,2,18.895115553038405,-70.50524135649069
Norway,Europe,Towns,2014,7.38,Moderate,2,0.27585982345044613,-74.76455259602517
Tonga,Western Pacific,Towns,2014,7.4,Moderate,2,-20.420512756907403,-174.80193119751326
Tonga,Western Pacific,Urban,2014,7.4,Moderate,2,-20.420512756907403,-174.80193119751326
Cook Islands,Western Pacific,Towns,2014,7.41,Moderate,2,-21.219273994211754,-159.78724303863964
Cook Islands,Western Pacific,Urban,2014,7.41,Moderate,2,-21.219273994211754,-159.78724303863964
Solomon Islands,Western Pacific,Rural,2014,7.44,Moderate,2,-8.923117165009065,159.62234251597064
New Zealand,Western Pacific,Towns,2014,7.44,Moderate,2,-41.70233372718418,172.92134383992476
Samoa,Western Pacific,Total,2014,7.55,Moderate,2,-13.75340088382667,-172.1653046085781
United States of America,Americas,Rural,2014,7.55,Moderate,2,44.74373159082126,-103.62956280974424
Solomon Islands,Western Pacific,Total,2014,7.62,Moderate,2,-8.923117165009065,159.62234251597064
Micronesia (Federated States of),Western Pacific,Towns,2014,7.63,Moderate,2,7.530892089578006,153.32271851977063
Micronesia (Federated States of),Western Pacific,Urban,2014,7.63,Moderate,2,7.530892089578006,153.32271851977063
Norway,Europe,Urban,2014,7.64,Moderate,2,5.6652778293937445,-55.571516528725624
Kiribati,Western Pacific,Towns,2014,7.65,Moderate,2,0.8929008088600912,-167.91969916077002
Kiribati,Western Pacific,Urban,2014,7.65,Moderate,2,0.8929008088600912,-167.91969916077002
Canada,Americas,Urban,2014,7.68,Moderate,2,60.41776698438469,-96.5486267280136
Dominican Republic,Americas,Total,2014,7.7,Moderate,2,18.895115553038405,-70.50524135649069
Palau,Western Pacific,Rural,2014,7.74,Moderate,2,7.286684737450951,134.4057809732822
Palau,Western Pacific,Total,2014,7.76,Moderate,2,7.286684737450951,134.4057809732822
Saint Kitts and Nevis,Americas,Towns,2014,7.8,Moderate,2,17.264578641728338,-62.687467234058495
Saint Kitts and Nevis,Americas,Urban,2014,7.8,Moderate,2,17.264578641728338,-62.687467234058495
Brunei Darussalam,Western Pacific,Towns,2014,7.82,Moderate,2,4.5196837365588305,114.72196619591497
Portugal,Europe,Towns,2014,7.82,Moderate,2,39.60621030811328,-8.528130281259472
Samoa,Western Pacific,Towns,2014,7.83,Moderate,2,-13.75340088382667,-172.1653046085781
Samoa,Western Pacific,Urban,2014,7.83,Moderate,2,-13.75340088382667,-172.1653046085781
Estonia,Europe,Total,2014,7.85,Moderate,2,58.6729024249373,25.545032877343225
Dominican Republic,Americas,Urban,2014,7.87,Moderate,2,18.895115553038405,-70.50524135649069
Brunei Darussalam,Western Pacific,Urban,2014,7.88,Moderate,2,4.5196837365588305,114.72196619591497
Palau,Western Pacific,Towns,2014,7.9,Moderate,2,7.286684737450951,134.4057809732822
Palau,Western Pacific,Urban,2014,7.9,Moderate,2,7.286684737450951,134.4057809732822
Portugal,Europe,Total,2014,7.9,Moderate,2,39.60621030811328,-8.528130281259472
Canada,Americas,Cities,2014,7.92,Moderate,2,60.41776698438469,-96.5486267280136
Ireland,Europe,Rural,2014,7.95,Moderate,2,53.16253307647907,-8.145718336207691
Norway,Europe,Cities,2014,7.96,Moderate,2,20.864776079542935,42.42955206427723
Tajikistan,Europe,Cities,2014,74.15,Hazardous,5,38.536549030717254,71.02685401923208
Fiji,Western Pacific,Towns,2014,8.02,Moderate,2,-17.42754600958322,178.51202823447073
Fiji,Western Pacific,Urban,2014,8.02,Moderate,2,-17.42754600958322,178.51202823447073
Dominica,Americas,Rural,2014,8.02,Moderate,2,15.439435009185917,-61.357700541351846
Brunei Darussalam,Western Pacific,Total,2014,8.02,Moderate,2,4.5196837365588305,114.72196619591497
Dominican Republic,Americas,Cities,2014,8.09,Moderate,2,18.895115553038405,-70.50524135649069
Estonia,Europe,Towns,2014,8.11,Moderate,2,58.6729024249373,25.545032877343225
Solomon Islands,Western Pacific,Towns,2014,8.12,Moderate,2,-8.923117165009065,159.62234251597064
Estonia,Europe,Urban,2014,8.17,Moderate,2,58.6729024249373,25.545032877343225
Vanuatu,Western Pacific,Rural,2014,8.2,Moderate,2,-16.216969032855616,167.67534594617393
Saint Kitts and Nevis,Americas,Total,2014,8.22,Moderate,2,17.264578641728338,-62.687467234058495
Portugal,Europe,Urban,2014,8.22,Moderate,2,39.60621030811328,-8.528130281259472
Estonia,Europe,Cities,2014,8.24,Moderate,2,58.6729024249373,25.545032877343225
Saint Kitts and Nevis,Americas,Rural,2014,8.25,Moderate,2,17.264578641728338,-62.687467234058495
Brunei Darussalam,Western Pacific,Cities,2014,8.27,Moderate,2,4.5196837365588305,114.72196619591497
Papua New Guinea,Western Pacific,Rural,2014,8.28,Moderate,2,-6.468581389763545,145.20049671341394
Antigua and Barbuda,Americas,Rural,2014,8.31,Moderate,2,17.277104035323703,-61.794672165664345
Vanuatu,Western Pacific,Total,2014,8.36,Moderate,2,-16.216969032855616,167.67534594617393
Dominica,Americas,Total,2014,8.36,Moderate,2,15.439435009185917,-61.357700541351846
Papua New Guinea,Western Pacific,Total,2014,8.39,Moderate,2,-6.468581389763545,145.20049671341394
United States of America,Americas,Towns,2014,8.42,Moderate,2,44.74373159082126,-103.62956280974424
Solomon Islands,Western Pacific,Urban,2014,8.45,Moderate,2,-8.923117165009065,159.62234251597064
Antigua and Barbuda,Americas,Total,2014,8.5,Moderate,2,17.277104035323703,-61.794672165664345
Dominica,Americas,Towns,2014,8.52,Moderate,2,15.439435009185917,-61.357700541351846
Dominica,Americas,Urban,2014,8.52,Moderate,2,15.439435009185917,-61.357700541351846
Solomon Islands,Western Pacific,Cities,2014,8.53,Moderate,2,-8.923117165009065,159.62234251597064
United States of America,Americas,Total,2014,8.62,Moderate,2,44.74373159082126,-103.62956280974424
Antigua and Barbuda,Americas,Towns,2014,8.63,Moderate,2,17.277104035323703,-61.794672165664345
Antigua and Barbuda,Americas,Urban,2014,8.63,Moderate,2,17.277104035323703,-61.794672165664345
Portugal,Europe,Cities,2014,8.63,Moderate,2,39.60621030811328,-8.528130281259472
Brunei Darussalam,Western Pacific,Rural,2014,8.64,Moderate,2,4.5196837365588305,114.72196619591497
Andorra,Europe,Rural,2014,8.66,Moderate,2,42.54228639431242,1.560524680303185
Vanuatu,Western Pacific,Towns,2014,8.72,Moderate,2,-16.216969032855616,167.67534594617393
Vanuatu,Western Pacific,Urban,2014,8.72,Moderate,2,-16.216969032855616,167.67534594617393
Ireland,Europe,Total,2014,8.74,Moderate,2,53.16253307647907,-8.145718336207691
Papua New Guinea,Western Pacific,Towns,2014,8.79,Moderate,2,-6.468581389763545,145.20049671341394
United Kingdom of Great Britain and Northern Ireland,Europe,Rural,2014,8.81,Moderate,2,54.01164974612877,-2.758142056330439
United States of America,Americas,Urban,2014,8.95,Moderate,2,44.74373159082126,-103.62956280974424
Afghanistan,Eastern Mediterranean,Urban,2014,82.36,Hazardous,5,33.81875642614741,65.92599980294847
Saint Vincent and the Grenadines,Americas,Rural,2014,9,Moderate,2,13.224677030556677,-61.201317403766964
Papua New Guinea,Western Pacific,Urban,2014,9.03,Moderate,2,-6.468581389763545,145.20049671341394
Spain,Europe,Rural,2014,9.04,Moderate,2,40.20765398401546,-3.703536252532036
Saint Lucia,Americas,Towns,2014,9.06,Moderate,2,13.894772997268886,-60.969710673636214
Saint Lucia,Americas,Urban,2014,9.06,Moderate,2,13.894772997268886,-60.969710673636214
Switzerland,Europe,Rural,2014,9.07,Moderate,2,46.79889642719673,8.206281998124156
Saint Lucia,Americas,Total,2014,9.1,Moderate,2,13.894772997268886,-60.969710673636214
Saint Lucia,Americas,Rural,2014,9.13,Moderate,2,13.894772997268886,-60.969710673636214
Papua New Guinea,Western Pacific,Cities,2014,9.18,Moderate,2,-6.468581389763545,145.20049671341394
United States of America,Americas,Cities,2014,9.23,Moderate,2,44.74373159082126,-103.62956280974424
Ireland,Europe,Cities,2014,9.27,Moderate,2,53.16253307647907,-8.145718336207691
Uruguay,Americas,Rural,2014,9.28,Moderate,2,-32.79134091244499,-56.025205737611664
Ireland,Europe,Urban,2014,9.28,Moderate,2,53.16253307647907,-8.145718336207691
Ireland,Europe,Towns,2014,9.29,Moderate,2,53.16253307647907,-8.145718336207691
Haiti,Americas,Towns,2014,9.33,Moderate,2,18.93457513645946,-72.68676252790391
Andorra,Europe,Total,2014,9.35,Moderate,2,42.54228639431242,1.560524680303185
Barbados,Americas,Rural,2014,9.36,Moderate,2,13.181449807744775,-59.55978512281236
Russian Federation,Europe,Rural,2014,9.42,Moderate,2,66.03172193364617,95.6413766734594
Uruguay,Americas,Cities,2014,9.49,Moderate,2,-32.79134091244499,-56.025205737611664
Denmark,Europe,Rural,2014,9.49,Moderate,2,55.97498217099483,10.042211774911003
Uruguay,Americas,Total,2014,9.52,Moderate,2,-32.79134091244499,-56.025205737611664
Saint Vincent and the Grenadines,Americas,Total,2014,9.55,Moderate,2,13.224677030556677,-61.201317403766964
Uruguay,Americas,Urban,2014,9.55,Moderate,2,-32.79134091244499,-56.025205737611664
Haiti,Americas,Rural,2014,9.56,Moderate,2,18.93457513645946,-72.68676252790391
Saint Vincent and the Grenadines,Americas,Towns,2014,9.64,Moderate,2,13.224677030556677,-61.201317403766964
Saint Vincent and the Grenadines,Americas,Urban,2014,9.64,Moderate,2,13.224677030556677,-61.201317403766964
Uruguay,Americas,Towns,2014,9.67,Moderate,2,-32.79134091244499,-56.025205737611664
Andorra,Europe,Towns,2014,9.73,Moderate,2,42.54228639431242,1.560524680303185
Andorra,Europe,Urban,2014,9.73,Moderate,2,42.54228639431242,1.560524680303185
Luxembourg,Europe,Rural,2014,9.77,Moderate,2,49.76678237167175,6.0721581647692275
Haiti,Americas,Total,2014,9.92,Moderate,2,18.93457513645946,-72.68676252790391
